Day;Month;Year;bedrooms;bathrooms;kvm_living;kvm_lot;floors;waterfront;view;condition;grade;kvm_above;kvm_basement;yr_built;yr_renovated;zipcode;lat;long;kvm_living15;kvm_lot15;price_nok
3;3;2015;3;1.75;219;770;1.0;0;0;4;7;110;110;1950;0;98115;47.6738;-122.281;175;713;5993880
6;5;2015;2;1.0;76;393;1.0;0;1;3;6;76;0;1951;0;98136;47.5294;-122.386;144;394;3104002
6;5;2014;2;1.0;96;409;1.0;0;0;3;7;96;0;1924;0;98117;47.681;-122.361;130;390;3733240
12;9;2014;4;1.75;189;528;2.0;0;4;4;9;161;28;1939;0;98146;47.5071;-122.387;216;1032;4378000
4;9;2014;5;3.5;251;1085;1.5;0;2;4;6;181;70;1948;0;98133;47.7172;-122.349;201;754;4497400
21;5;2014;2;1.75;102;706;1.0;0;0;3;6;102;0;1980;0;98198;47.4136;-122.318;114;683;1509614
19;6;2014;4;3.25;336;477;2.0;0;3;4;11;218;118;1927;0;98119;47.6499;-122.37;237;481;12139000
20;8;2014;3;1.75;124;743;1.0;0;0;3;7;124;0;1980;0;98038;47.3651;-122.044;157;743;2069600
1;6;2014;3;1.75;166;1115;1.0;0;0;3;7;97;70;1960;0;98198;47.3945;-122.313;171;1115;1934280
1;12;2014;4;2.5;356;1282;1.0;0;4;4;9;189;167;1969;0;98006;47.5671;-122.157;321;917;8756000
20;8;2014;3;1.5;147;669;1.0;0;0;4;7;100;46;1976;0;98092;47.2761;-122.152;147;694;1982040
16;5;2014;2;1.0;188;669;1.0;0;3;4;7;158;30;1947;0;98146;47.506;-122.384;188;669;5731200
25;3;2015;4;2.5;309;888;2.0;0;0;3;10;309;0;1995;0;98006;47.5526;-122.102;312;906;7203800
23;4;2015;4;2.5;242;325;1.5;0;0;5;7;150;93;1927;0;98115;47.6848;-122.326;169;362;6563020
24;6;2014;4;2.75;242;814;1.0;0;0;4;8;164;79;1978;0;98040;47.5875;-122.229;237;964;6069500
13;4;2015;3;2.5;162;119;3.0;0;2;3;8;162;0;2008;0;98116;47.589;-122.387;162;122;4616800
18;8;2014;3;2.0;171;797;1.0;0;0;3;8;171;0;1990;0;98058;47.4626;-122.132;203;797;3024800
1;4;2015;3;1.75;100;297;1.0;0;0;4;7;82;19;1926;0;98103;47.6503;-122.338;165;483;6407800
16;7;2014;4;1.75;115;421;1.5;0;0;4;7;115;0;1944;0;98117;47.6892;-122.378;117;415;4139200
3;2;2015;5;4.5;522;539;3.0;0;3;3;11;437;85;1999;0;98199;47.6482;-122.412;219;539;12493220
14;5;2014;2;1.0;109;829;1.0;0;2;3;6;109;0;1911;0;98198;47.4017;-122.321;128;691;1393000
16;6;2014;4;2.25;164;892;2.0;0;0;3;7;164;0;1987;0;98058;47.4248;-122.158;173;897;2813860
2;1;2015;4;2.5;207;2507;1.0;0;1;4;8;130;77;1962;0;98166;47.4285;-122.345;239;1645;3980000
11;2;2015;3;1.75;141;683;1.0;0;0;4;7;106;35;1972;0;98034;47.7167;-122.17;128;683;3076540
16;7;2014;2;1.0;135;441;1.0;0;0;3;7;79;56;1950;0;98118;47.5293;-122.272;111;465;1671600
23;4;2015;3;2.5;149;605;1.0;0;0;3;7;87;61;1983;0;98155;47.7679;-122.308;149;976;3498420
13;8;2014;5;2.5;299;534;2.0;0;0;3;8;299;0;2002;0;98042;47.3717;-122.104;255;511;2507400
19;5;2014;4;2.5;170;799;2.0;0;0;3;7;170;0;2003;0;98038;47.3576;-122.016;170;482;2698440
24;9;2014;4;2.25;204;851;1.0;0;0;4;8;133;72;1971;0;98006;47.5653;-122.146;225;851;5213800
28;8;2014;2;2.5;202;806;1.0;0;0;3;8;202;0;2008;0;98053;47.7161;-122.014;202;547;5890400
6;3;2015;5;2.5;177;729;2.0;0;0;5;7;177;0;1966;0;98008;47.6273;-122.123;177;683;5452600
10;3;2015;5;2.5;275;918;1.0;0;0;4;7;137;137;1960;0;98005;47.5866;-122.171;177;918;4378000
2;6;2014;2;1.75;159;393;2.0;0;0;3;7;124;35;1920;1979;98136;47.5319;-122.386;142;423;3223800
16;4;2015;4;2.25;243;1613;1.0;0;3;3;9;133;111;1984;0;98075;47.584;-122.077;243;1425;6089400
4;3;2015;3;2.0;199;334;2.0;0;0;3;8;156;43;1911;1997;98116;47.5846;-122.383;217;502;4975000
6;10;2014;4;2.5;195;1828;1.5;0;0;3;6;195;0;1914;0;98055;47.4787;-122.23;124;1143;1647720
12;3;2015;4;2.5;195;1828;1.5;0;0;3;6;195;0;1914;0;98055;47.4787;-122.23;124;1143;2945200
2;12;2014;3;2.5;136;461;1.0;0;0;4;8;107;29;1988;0;98033;47.6955;-122.183;144;506;3781000
29;8;2014;2;1.0;92;766;1.0;0;0;3;7;92;0;1955;0;98133;47.7252;-122.331;100;759;2905400
22;12;2014;4;2.25;203;632;1.0;0;0;5;7;124;79;1969;0;98011;47.7367;-122.195;145;707;3277928
21;7;2014;5;3.5;371;3942;2.0;0;0;3;9;252;119;2002;0;98027;47.461;-122.0;281;3873;5317280
11;9;2014;3;2.5;217;337;2.0;0;0;3;9;217;0;1998;0;98122;47.6059;-122.307;169;476;4919280
26;12;2014;4;2.0;229;550;1.0;0;0;4;7;114;114;1948;0;98002;47.308;-122.209;117;618;1970100
30;7;2014;5;3.0;193;571;1.0;0;0;3;7;97;97;1950;0;98116;47.5707;-122.394;132;571;2746200
11;3;2015;3;2.0;158;780;2.0;0;2;3;7;158;0;1927;0;98033;47.6825;-122.19;169;836;4905748
16;1;2015;3;1.5;124;629;1.0;0;0;4;7;124;0;1952;0;98155;47.7366;-122.319;123;642;2770080
2;12;2014;3;2.5;151;1000;1.0;0;0;3;7;151;0;1994;0;98011;47.7508;-122.175;164;1000;3383000
14;6;2014;5;2.75;271;1104;1.0;0;0;5;8;154;117;1968;0;98027;47.5133;-122.031;363;1346;6766000
17;7;2014;5;2.75;263;570;2.0;0;0;3;9;263;0;2010;0;98074;47.5932;-122.058;295;584;6527200
13;1;2015;4;2.25;296;4919;2.0;0;0;4;10;296;0;1980;0;98075;47.5933;-122.075;296;4775;6622720
3;12;2014;3;1.75;138;357;2.0;0;0;3;8;138;0;1984;2014;98033;47.6916;-122.214;321;790;6646600
10;4;2015;3;2.5;151;318;2.0;0;0;3;8;151;0;1999;0;98059;47.4913;-122.154;132;318;2786000
22;7;2014;4;2.5;212;381;2.0;0;0;3;7;212;0;2003;0;98056;47.4834;-122.182;212;334;2778040
13;6;2014;6;3.75;280;405;2.0;0;0;3;9;186;94;2014;0;98103;47.6873;-122.333;149;479;8955000
9;3;2015;3;2.5;148;323;2.0;0;0;3;7;148;0;2004;0;98056;47.4805;-122.178;156;323;2547200
5;3;2015;3;1.0;116;670;1.0;0;0;4;7;116;0;1968;0;98031;47.4169;-122.168;94;670;1194000
25;11;2014;3;1.0;159;947;1.0;0;0;3;6;122;37;1949;0;98168;47.506;-122.331;111;581;2706400
13;10;2014;4;4.0;305;785;2.0;0;0;3;10;305;0;2007;0;98075;47.5818;-121.973;347;746;6252580
17;2;2015;4;2.5;312;799;2.0;0;0;3;8;312;0;2004;0;98003;47.2592;-122.304;257;799;3267580
1;7;2014;3;2.5;204;1022;2.0;0;2;3;9;204;0;1978;0;98008;47.5916;-122.112;204;1194;4616800
21;4;2015;2;1.5;77;85;2.0;0;0;3;7;77;0;2005;0;98144;47.5998;-122.306;77;111;2746200
29;9;2014;3;2.25;201;3437;1.5;0;0;4;7;164;37;1933;0;98052;47.7297;-122.139;236;3437;4378000
21;10;2014;4;3.0;240;678;2.0;0;0;3;8;240;0;1998;0;98058;47.4646;-122.15;209;573;3578020
24;6;2014;3;1.0;200;651;1.0;0;0;3;6;200;0;1954;0;98177;47.7615;-122.362;160;836;2388000
11;11;2014;4;2.5;326;2606;2.0;0;0;3;10;326;0;1988;0;98053;47.6671;-122.057;268;2629;7283400
27;1;2015;4;3.75;354;921;2.0;0;0;3;11;354;0;1989;0;98040;47.5739;-122.234;282;1045;12537000
28;5;2014;4;2.75;188;255;1.0;0;0;3;8;94;94;1917;2014;98122;47.6053;-122.291;171;372;4768040
5;5;2014;4;2.5;197;948;1.0;0;0;4;7;151;46;1960;0;98005;47.5858;-122.17;146;1000;6009800
2;4;2015;3;1.0;116;665;1.0;0;0;3;7;116;0;1944;2010;98125;47.7323;-122.304;121;631;3184000
30;3;2015;3;1.0;91;847;1.0;0;0;3;7;91;0;1968;0;98198;47.3737;-122.312;137;810;1058680
16;1;2015;4;1.5;116;780;1.0;0;0;3;7;89;27;1951;0;98155;47.7505;-122.315;145;780;2626800
18;2;2015;4;1.0;102;465;1.5;0;0;5;6;102;0;1904;0;98055;47.4868;-122.204;145;449;2626800
5;9;2014;3;1.75;124;875;1.0;0;0;5;6;66;58;1936;0;98125;47.7231;-122.301;157;737;2985000
11;12;2014;4;2.75;238;832;1.0;0;0;4;7;139;98;1968;0;98034;47.7278;-122.177;212;858;3860600
22;7;2014;4;2.5;172;1045;1.5;0;0;3;7;112;59;1981;0;98074;47.6264;-122.062;153;708;3741200
21;12;2014;4;3.0;259;334;2.0;0;0;3;8;175;85;1905;2013;98119;47.6362;-122.363;126;334;8318200
7;7;2014;4;1.0;154;437;1.5;0;0;3;7;117;37;1930;0;98115;47.6918;-122.32;126;503;4368448
8;7;2014;2;1.0;100;248;1.0;0;0;4;6;67;33;1919;0;98108;47.5595;-122.317;116;465;2507400
19;9;2014;3;2.0;281;871;1.0;0;1;4;7;195;86;1959;0;98136;47.5289;-122.391;185;559;4696400
23;5;2014;4;2.5;221;1121;2.0;0;0;3;7;221;0;2002;0;98059;47.4873;-122.144;216;801;3502002
3;6;2014;3;1.75;209;2447;1.0;0;0;3;8;209;0;1980;0;98092;47.3032;-122.123;170;2447;2587000
8;12;2014;2;1.0;82;475;1.0;0;0;3;6;82;0;1931;0;98115;47.6997;-122.314;127;475;3184000
11;12;2014;4;2.5;257;934;2.0;0;0;3;10;257;0;1987;0;98074;47.6288;-122.043;254;992;5452600
18;9;2014;3;2.0;124;948;1.5;0;0;3;7;124;0;1953;0;98133;47.7756;-122.351;132;948;2706002
23;10;2014;3;1.75;154;758;1.0;0;0;4;7;154;0;1951;0;98166;47.4608;-122.358;138;753;2507400
11;2;2015;3;2.5;159;353;2.0;0;0;3;7;159;0;2009;0;98053;47.6968;-122.024;149;355;3277554
28;8;2014;2;1.75;151;453;1.0;0;0;3;7;97;54;1924;2011;98116;47.5703;-122.385;139;465;4592920
17;10;2014;3;1.75;142;820;1.0;0;0;5;8;142;0;1972;0;98006;47.545;-122.171;191;857;3980000
2;12;2014;3;2.0;134;939;1.0;0;0;3;7;134;0;1963;0;98001;47.345;-122.283;147;948;1671600
27;8;2014;4;1.75;188;1498;1.0;0;0;3;7;188;0;1969;0;98010;47.3413;-122.048;180;1519;5094400
17;4;2015;4;1.75;174;805;1.0;0;0;5;7;174;0;1949;0;98133;47.7366;-122.35;145;725;3661600
18;2;2015;2;1.0;58;442;1.0;0;0;3;6;58;0;1941;0;98126;47.5286;-122.376;58;442;2109400
14;5;2014;5;5.0;536;2943;1.0;0;2;3;11;417;119;1984;0;98003;47.3466;-122.323;303;1226;5890400
18;7;2014;3;1.0;115;576;1.0;0;0;3;6;115;0;1948;0;98028;47.7681;-122.266;164;1029;1830800
17;2;2015;3;1.75;176;990;1.0;0;0;5;7;136;40;1978;0;98038;47.3583;-122.056;156;892;2507400
23;12;2014;3;1.75;224;4809;1.0;0;0;4;8;131;93;1981;0;98077;47.7429;-122.056;224;4571;3438720
3;2;2015;3;2.5;142;370;2.0;0;0;3;8;142;0;1995;0;98029;47.569;-122.007;160;372;3717320
25;9;2014;5;3.75;260;920;1.0;0;0;3;7;260;0;1964;0;98023;47.319;-122.344;158;1226;2029800
8;4;2015;3;1.75;136;591;1.0;0;2;3;7;94;42;1979;0;98106;47.5311;-122.353;130;394;2519340
3;4;2015;4;2.0;147;581;1.0;0;0;3;7;80;67;1977;0;98155;47.7659;-122.31;147;581;1512400
16;5;2014;3;2.0;135;223;1.5;0;0;3;8;135;0;1900;2003;98107;47.6726;-122.381;135;397;3900400
17;4;2015;4;1.75;185;2155;1.0;0;0;4;7;185;0;1976;0;98059;47.486;-122.129;181;1583;3008880
11;2;2015;6;4.0;415;1661;3.0;0;3;3;9;300;115;2013;0;98188;47.4514;-122.273;166;1696;4766448
2;9;2014;5;3.0;184;359;1.0;0;0;3;7;113;71;1990;0;98118;47.5173;-122.275;183;359;2657048
29;5;2014;4;2.5;271;920;2.0;0;0;4;9;271;0;1990;0;98029;47.5759;-121.995;168;522;5492400
21;10;2014;4;1.75;154;576;1.0;0;0;4;6;77;77;1948;0;98108;47.56;-122.316;165;554;2547200
14;4;2015;4;3.5;296;557;1.5;0;3;4;9;224;72;1912;0;98144;47.5846;-122.29;264;372;9942040
21;7;2014;3;1.5;145;892;1.0;0;0;4;7;145;0;1961;0;98033;47.6918;-122.163;141;929;2666600
11;8;2014;3;2.5;283;3151;1.0;0;0;3;8;283;0;2004;0;98052;47.7034;-122.072;183;5666;6686400
14;7;2014;4;2.75;281;2023;2.0;0;0;3;8;281;0;1986;0;98166;47.4481;-122.338;281;2604;4841670
9;6;2014;3;2.5;210;387;2.0;0;0;3;7;210;0;2005;0;98075;47.5922;-122.008;257;424;4378000
22;4;2015;3;1.0;117;736;1.0;0;0;3;7;117;0;1966;0;98003;47.3452;-122.308;121;736;1910400
14;4;2015;3;2.25;313;1092;2.0;0;2;4;9;313;0;1980;0;98006;47.5573;-122.16;250;975;7944080
29;8;2014;3;1.75;138;743;1.0;0;0;3;8;138;0;1978;0;98030;47.3817;-122.166;162;759;2189000
24;4;2015;3;2.5;146;863;1.0;0;0;3;7;103;43;1977;0;98001;47.3386;-122.272;137;857;2262232
24;7;2014;4;3.75;417;708;2.0;0;0;4;10;287;130;1941;0;98112;47.6315;-122.29;349;711;13651400
19;11;2014;4;3.75;380;2306;2.0;0;0;4;11;316;64;1926;0;98102;47.6338;-122.319;363;1068;19104000
5;9;2014;5;2.5;386;8972;2.0;0;0;3;10;386;0;1988;0;98053;47.6664;-122.045;308;3791;7409168
29;7;2014;4;3.0;269;966;1.0;0;3;5;8;142;127;1959;0;98008;47.5854;-122.114;262;966;7402800
28;8;2014;4;1.5;133;815;1.0;0;0;3;7;96;37;1979;0;98023;47.3034;-122.383;129;725;1711400
20;4;2015;2;1.5;94;2461;1.0;1;4;4;6;94;0;1943;2002;98070;47.3853;-122.479;105;2237;3820800
20;5;2014;2;1.75;137;476;1.0;0;0;4;6;78;59;1951;0;98116;47.558;-122.392;101;476;3852202
9;6;2014;3;1.75;115;748;1.0;0;0;4;7;115;0;1978;0;98074;47.6108;-122.044;127;916;2762120
30;3;2015;3;2.0;127;907;1.0;0;0;4;7;103;24;1979;0;98023;47.3009;-122.384;152;840;1850700
20;5;2014;4;2.25;164;3078;1.0;0;0;4;8;111;54;1965;0;98058;47.4413;-122.151;231;1858;3104400
18;9;2014;3;2.25;201;1427;1.0;0;0;3;8;131;70;1965;2000;98007;47.6232;-122.138;203;788;4378000
12;8;2014;4;2.5;217;833;2.0;0;0;3;9;217;0;1987;0;98029;47.5679;-122.011;233;856;4696400
21;5;2014;1;1.0;89;3804;1.0;0;0;5;5;89;0;1945;0;98014;47.6951;-121.864;123;1891;3349966
5;2;2015;4;2.5;212;761;1.0;0;3;3;7;129;83;1983;0;98188;47.4414;-122.272;185;836;2746200
27;2;2015;3;2.0;183;650;1.0;0;0;3;8;183;0;1986;0;98038;47.3744;-122.043;183;684;3421208
26;6;2014;4;1.75;142;1641;1.5;0;0;3;7;142;0;1968;0;98058;47.4549;-122.155;142;1080;2403920
4;11;2014;4;1.5;166;367;1.5;0;0;4;8;166;0;1932;0;98103;47.689;-122.352;111;360;6368000
15;12;2014;3;2.5;158;557;2.0;0;0;3;8;158;0;1997;0;98092;47.2615;-122.221;180;616;1990000
29;7;2014;3;2.0;247;418;1.0;0;0;4;7;124;124;1922;0;98199;47.6391;-122.403;166;465;4815800
29;5;2014;3;1.75;181;4855;1.0;0;0;4;8;181;0;1985;0;98042;47.3133;-122.078;228;4816;3279520
12;11;2014;3;2.0;124;527;2.0;0;0;3;6;124;0;1994;0;98055;47.4498;-122.194;120;454;2005920
19;9;2014;3;1.0;105;1161;1.5;0;0;3;7;105;0;1954;0;98118;47.5491;-122.268;212;813;2985000
10;7;2014;2;1.75;181;253;1.0;0;0;5;7;94;87;1919;0;98103;47.6513;-122.346;126;117;5771000
13;10;2014;5;3.5;352;762;1.0;0;1;3;8;197;155;2001;0;98056;47.4891;-122.19;162;806;3755130
8;12;2014;4;2.25;188;7972;2.0;0;0;3;7;188;0;1995;0;98027;47.483;-122.026;197;7972;3900400
1;10;2014;2;1.0;74;474;1.0;0;0;3;7;74;0;1945;0;98117;47.6775;-122.388;124;474;3494440
22;8;2014;4;2.0;164;826;1.0;0;0;5;6;164;0;1949;0;98166;47.4589;-122.353;94;708;2825800
5;5;2015;1;0.75;87;8094;1.0;0;0;3;6;87;0;1944;0;98019;47.7182;-121.956;179;15378;1990000
26;3;2015;4;2.25;210;1504;1.0;0;0;3;10;210;0;1984;0;98006;47.5637;-122.112;264;944;6208800
5;11;2014;2;1.0;83;304;1.0;0;0;4;6;83;0;1918;0;98116;47.5631;-122.381;111;481;3255640
10;6;2014;2;1.0;80;360;1.0;0;0;4;6;80;0;1916;0;98117;47.6862;-122.391;114;396;3343200
13;11;2014;1;0.75;63;892;1.0;0;0;3;5;63;0;1947;0;98115;47.6964;-122.306;147;615;1592000
5;1;2015;2;1.5;198;3315;1.0;0;0;4;7;198;0;1963;0;98033;47.6638;-122.171;248;3315;6606800
29;5;2014;3;2.5;222;423;2.0;0;0;3;9;222;0;2006;0;98074;47.6199;-122.025;236;418;5532200
21;5;2014;4;2.75;324;893;2.0;0;0;3;10;324;0;1998;0;98074;47.6055;-122.013;334;1012;6487400
13;11;2014;3;1.75;117;578;1.0;0;0;3;7;76;41;1983;0;98042;47.3574;-122.158;117;609;1671600
15;9;2014;3;1.75;273;557;1.0;0;2;4;8;148;125;1957;0;98177;47.7235;-122.369;268;753;5054600
21;7;2014;4;2.5;227;680;2.0;0;0;3;9;227;0;1991;0;98056;47.5357;-122.179;241;922;4477500
9;5;2014;4;2.5;242;1110;2.0;0;0;3;10;242;0;1988;0;98023;47.3053;-122.34;262;1123;3203900
19;12;2014;3;2.0;193;652;1.0;0;0;4;7;97;97;1951;0;98115;47.6768;-122.285;178;650;4417800
9;9;2014;3;1.0;185;666;1.0;0;0;3;7;185;0;1972;0;98034;47.7116;-122.213;123;673;2467600
5;9;2014;4;2.5;264;1672;2.0;0;0;3;9;264;0;1994;0;98019;47.7359;-121.962;232;1672;3980000
23;7;2014;6;3.0;244;818;1.0;0;0;3;7;150;95;1959;0;98125;47.7166;-122.293;113;109;3422800
28;6;2014;3;4.25;262;669;2.0;0;0;4;10;229;33;1930;0;98112;47.6298;-122.29;307;699;12736000
1;10;2014;4;1.0;145;379;1.5;0;0;3;7;145;0;1923;0;98103;47.6711;-122.331;176;379;4994900
24;11;2014;4;2.5;216;655;2.0;0;0;3;8;216;0;1998;0;98178;47.5001;-122.231;168;504;2666600
17;3;2015;4;2.25;308;1867;1.0;0;0;4;8;168;140;1981;0;98006;47.5566;-122.153;228;912;7657520
25;7;2014;3;1.75;161;1326;1.0;0;0;3;7;161;0;1959;0;98065;47.5318;-121.833;149;1043;2380040
14;4;2015;4;2.5;289;545;2.0;0;0;3;8;289;0;2001;0;98042;47.3781;-122.126;274;550;3183602
25;3;2015;3;1.0;114;897;1.0;0;0;3;7;114;0;1968;0;98053;47.6829;-122.06;128;941;2563120
23;6;2014;2;1.5;88;430;1.0;0;0;4;7;88;0;1949;0;98103;47.6912;-122.34;134;430;3422800
8;5;2014;3;1.75;176;1288;1.0;0;0;5;7;176;0;1966;0;98042;47.4156;-122.149;139;1350;2443720
5;11;2014;3;1.5;94;465;1.0;0;0;3;6;94;0;1943;0;98178;47.4925;-122.278;91;465;1544240
14;11;2014;3;1.0;94;797;1.0;0;0;4;6;94;0;1920;0;98002;47.3043;-122.216;98;962;1432800
18;7;2014;4;2.25;217;1243;1.0;0;0;3;8;109;109;1983;0;98074;47.6211;-122.037;168;1164;3701400
23;3;2015;4;2.5;229;864;2.0;0;0;3;9;229;0;1978;0;98007;47.6125;-122.152;254;920;5751100
24;9;2014;2;1.0;94;316;1.0;0;0;3;7;94;0;1921;0;98103;47.6711;-122.329;167;334;3744782
27;1;2015;3;2.5;153;557;2.0;0;0;3;7;153;0;1990;0;98030;47.36;-122.194;163;557;2228800
10;4;2015;4;2.0;134;623;1.0;0;0;4;7;134;0;1966;0;98002;47.3056;-122.217;96;623;1402950
17;6;2014;5;1.0;159;845;1.5;0;0;4;7;123;36;1926;0;98126;47.5379;-122.378;175;845;4457600
22;10;2014;3;2.5;256;1049;2.0;0;3;3;10;186;71;1991;0;98028;47.739;-122.264;256;1275;6606800
11;6;2014;2;1.0;125;938;1.0;0;2;4;7;125;0;1952;0;98045;47.4967;-121.778;119;938;2204124
1;10;2014;3;1.75;154;446;2.0;0;0;3;7;154;0;1906;2014;98112;47.6296;-122.308;154;446;4975000
4;3;2015;4;2.5;275;442;2.0;0;0;3;8;201;74;1900;0;98102;47.6367;-122.318;149;442;8079400
30;9;2014;1;1.0;101;813;1.0;0;0;4;6;101;0;1924;0;98118;47.54;-122.269;170;465;3689460
5;9;2014;3;2.5;289;838;2.0;0;0;3;9;289;0;1990;0;98058;47.4369;-122.147;246;832;3860600
17;6;2014;3;2.0;128;695;1.0;0;0;3;7;128;0;1989;0;98001;47.3336;-122.272;149;671;2165120
17;12;2014;2;1.0;120;292;2.0;0;0;3;7;120;0;2008;0;98053;47.6971;-122.026;120;244;2427800
26;6;2014;3;2.5;184;1297;1.0;0;0;5;7;184;0;1959;0;98040;47.571;-122.227;190;1297;6049600
13;2;2015;2;1.0;81;569;1.0;0;0;4;7;81;0;1938;0;98125;47.7024;-122.322;151;569;3084500
8;9;2014;4;2.5;229;466;2.0;0;0;3;8;229;0;2004;0;98038;47.3457;-122.041;229;474;2801920
9;7;2014;3;1.75;199;3725;1.0;0;0;5;8;138;60;1950;0;98058;47.4296;-122.111;206;3286;4035720
18;7;2014;3;1.0;72;906;1.0;0;0;3;6;72;0;1941;0;98188;47.4509;-122.275;145;995;1241760
18;11;2014;3;3.25;138;80;3.0;0;0;3;8;113;25;2001;0;98102;47.6357;-122.324;144;101;4616800
14;7;2014;4;2.5;233;3253;1.0;0;0;4;8;150;84;1977;0;98075;47.5834;-122.003;193;3196;5014800
18;12;2014;5;1.5;181;836;1.0;0;0;3;7;105;76;1964;0;98146;47.4882;-122.339;156;885;2189000
24;7;2014;5;4.0;334;1368;1.0;0;2;5;8;167;167;1960;0;98034;47.7022;-122.227;334;1427;6646600
5;12;2014;4;2.5;221;729;2.0;0;0;3;8;221;0;1995;0;98055;47.4356;-122.201;180;681;2706400
6;5;2014;2;1.0;67;621;1.0;0;0;3;6;67;0;1942;0;98117;47.7001;-122.362;78;621;2621626
28;7;2014;3;3.5;378;2415;2.0;0;0;3;11;378;0;1991;0;98033;47.659;-122.174;350;2415;11780800
25;3;2015;3;1.0;116;13946;1.0;0;0;3;7;116;0;1975;0;98075;47.5956;-122.009;284;4650;3781000
18;11;2014;3;2.25;203;224;3.0;0;0;3;8;203;0;2014;0;98117;47.6758;-122.38;140;336;5730802
12;5;2014;1;1.0;75;228;1.0;0;0;5;7;75;0;1941;0;98126;47.5188;-122.376;91;111;1870600
31;3;2015;3;1.5;227;534;1.0;0;0;3;8;123;104;1939;0;98115;47.6991;-122.296;201;634;6965000
21;4;2015;4;1.75;162;850;1.0;0;0;3;7;162;0;1974;0;98188;47.4498;-122.28;143;850;3024800
9;3;2015;3;2.25;137;9024;1.5;0;0;3;7;137;0;1984;0;98010;47.3317;-121.927;161;16390;2587000
19;8;2014;4;2.5;197;5300;2.0;0;0;3;9;197;0;1989;0;98072;47.7611;-122.128;308;3631;3781000
24;3;2015;1;1.0;84;406;1.0;0;0;5;6;84;0;1915;1950;98022;47.2107;-121.99;120;465;1217084
5;8;2014;2;2.0;111;703;1.0;0;0;3;6;111;0;1939;0;98146;47.5113;-122.338;111;709;1671600
26;9;2014;4;1.0;94;557;1.0;0;0;3;6;70;24;1925;0;98136;47.5518;-122.383;135;557;2786000
23;3;2015;3;2.5;195;1661;2.0;0;0;4;8;195;0;1985;0;98059;47.4754;-122.119;193;1550;4019800
27;6;2014;4;2.25;188;783;1.0;0;0;4;7;128;59;1979;0;98034;47.7262;-122.233;189;672;3700604
22;9;2014;3;2.0;234;556;1.0;0;0;3;8;166;68;1957;0;98116;47.5767;-122.383;148;534;5174000
4;5;2015;2;2.75;127;106;2.0;0;0;3;8;100;27;2009;0;98133;47.7053;-122.342;127;101;2944802
28;7;2014;3;2.5;142;268;2.0;0;0;3;7;142;0;2001;0;98108;47.5434;-122.293;143;268;1990000
29;4;2015;3;2.5;142;268;2.0;0;0;3;7;142;0;2001;0;98108;47.5434;-122.293;143;268;2547200
25;3;2015;4;4.25;468;1491;1.0;0;3;3;10;318;151;1950;0;98105;47.6702;-122.26;368;1301;20154720
3;9;2014;4;2.25;235;2295;2.0;0;0;3;7;235;0;1974;0;98031;47.3939;-122.177;246;2295;2706400
19;5;2014;2;1.5;94;183;1.5;0;0;5;5;94;0;1906;0;98107;47.6757;-122.385;164;390;3502400
2;4;2015;3;1.0;111;718;1.0;0;0;4;7;111;0;1959;0;98022;47.2021;-121.999;121;717;1750802
15;9;2014;4;3.0;253;1091;1.0;0;0;5;9;253;0;1957;0;98040;47.5833;-122.242;245;1091;7482400
22;7;2014;4;1.5;172;569;1.5;0;0;3;6;103;69;1945;0;98126;47.5352;-122.37;92;569;3183602
2;1;2015;3;2.75;217;820;1.0;0;0;4;9;217;0;1954;0;98112;47.632;-122.289;323;792;12481280
1;4;2015;4;1.75;173;906;1.0;0;0;3;7;136;37;1969;0;98034;47.7097;-122.202;177;828;4202880
28;8;2014;4;1.75;180;835;1.0;0;0;4;8;145;35;1956;0;98034;47.7021;-122.241;215;1091;4338200
27;4;2015;2;2.0;156;575;1.0;0;0;3;8;156;0;2004;0;98053;47.7136;-122.03;177;543;4577000
4;11;2014;4;2.75;164;946;1.0;0;0;3;8;116;48;1979;0;98023;47.3074;-122.385;192;773;1870600
23;7;2014;3;2.5;166;592;2.0;0;0;3;8;166;0;1998;0;98092;47.3291;-122.168;172;592;2165120
28;4;2015;4;1.75;160;892;1.0;0;0;4;8;160;0;1969;0;98059;47.4764;-122.155;154;996;3024800
26;4;2015;3;1.0;119;647;1.5;0;0;3;7;119;0;1949;0;98155;47.7512;-122.329;119;673;1552200
14;10;2014;3;2.5;157;463;2.0;0;0;3;7;157;0;2002;0;98038;47.3561;-122.015;170;440;2364120
15;4;2015;4;2.5;203;678;2.0;0;0;3;8;203;0;2003;0;98023;47.2923;-122.357;208;686;2778040
29;9;2014;2;1.0;66;483;1.0;0;2;4;6;66;0;1942;0;98126;47.5376;-122.371;150;483;2547200
25;7;2014;4;1.5;176;995;1.0;0;0;3;7;176;0;1962;0;98148;47.428;-122.326;150;820;2547120
2;6;2014;2;2.0;131;1141;1.5;0;0;5;8;131;0;1909;1988;98024;47.5242;-121.926;131;830;3501604
11;8;2014;3;3.25;205;334;2.0;0;0;3;8;169;36;1995;0;98125;47.7031;-122.279;187;622;3414840
30;7;2014;3;2.0;143;581;1.0;0;0;3;7;143;0;1998;0;98038;47.3539;-122.025;192;581;2169100
16;9;2014;4;2.0;125;674;1.0;0;0;4;7;125;0;1959;0;98125;47.7287;-122.31;98;677;3184000
